Basin_ID;Elevation;Area;UID;DEV_1_Value;DEV_2_value;DEV_3_Value;DEV_5_Value;DEV_7_Value
3;13;17210.4;185;0;143488;0;0;561876.5
5;14.25;70629.4;186;0;2520329;0;0;398968.3
1;15;18520;187;0;479818.2;0;0;0
8;7;172515.8;188;0;4541949.9;0;5272406.4;0
11;8.25;72593.5;189;0;196108.9;0;990980.8;6601945.8
7;7.5;3938.6;190;0;29470.1;0;0;0
5;17.25;17210.4;191;0;807512.8;0;0;0
11;5.5;86051.8;192;0;694.3;0;0;5815822.8
10;6;804243.4;193;0;11147245.9;16430622.2;13310014.2;909827.8
12;5;34420.7;194;0;969410.2;0;0;0
4;11.5;111633.2;195;0;1180114.7;0;0;0
5;10.5;140487.5;196;0;3002187.5;0;0;1625.1
14;4;794620.9;197;0;24756731.1;0;5221723.5;0
13;4.5;6915.9;198;0;0;2288157.5;0;0
6;9.5;8605.2;199;0;206800.2;0;0;0
3;3;4709.1;200;0;1087.8;0;0;0
3;15.75;18141.9;201;0;255606.3;0;0;561654.5
10;9.75;47702.4;202;0;0;0;12081210.9;0
4;2.75;603.7;203;0;5145.9;0;0;0
4;14.75;20491.7;204;0;337419.3;0;0;0
1;14.5;90885.3;205;0;2609286.9;0;0;0
6;12.75;30219.5;206;0;683499.5;0;0;0
3;12.5;17210.4;207;0;330009.4;0;0;561876.5
5;13.75;34420.7;208;0;221910.9;1327145.6;0;399539.4
9;6.75;70967.7;209;0;1226250.9;0;0;0
8;7.25;110085.6;210;0;4085490.2;0;1087472.7;0
11;8.75;37089.3;211;0;0;0;880647.4;4128968.4
1;19.5;5529.8;212;0;212060;0;0;0
1;3.5;1077314.1;213;275946.2;619820.3;0;0;0
7;7.75;3152;214;0;59238.7;0;0;0
11;5.75;165631.1;215;0;1193876;0;0;9895462.2
12;5.25;29452;216;0;250695.2;0;3825226.6;0
13;4.75;17210.4;217;0;229570.6;0;357171;0
10;6.25;836855.7;218;0;10506077.7;18165800.2;23653546;7293290
3;12;25815.6;219;0;286972.1;0;0;561876.5
14;4.25;516059.9;220;0;16082449.4;0;6782.3;0
4;11;141202.3;221;0;1140369.4;0;0;0
6;12.25;8605.2;222;0;202162;0;0;0
6;9;17210.4;223;0;324633.3;0;0;0
5;10;154535.6;224;0;3166145.2;666271.7;0;1625.1
3;15.25;28291.9;225;0;496741.8;0;0;561654.5
5;13.25;82175.3;226;0;2171269.7;664521.3;0;400198.7
1;14;68300.7;227;0;1909604.4;0;0;0
4;14.25;23989.9;228;0;172202.9;0;0;0
10;6.5;948533;229;0;11147887;27924007.1;22823406.1;19790444.2
2;16.5;3450.1;230;0;142316.6;0;0;0
9;7;39163.1;231;0;623052.7;0;0;0
8;8.25;53167.5;232;0;1742896.3;0;428000;0
8;7.5;26564;233;0;497013.5;0;0;0
11;6;341046.3;234;0;584898.1;0;14388;25103440.8
13;5;19329.6;235;0;265710.8;222824.1;357478.4;0
12;5.5;43025.9;236;0;478810.5;0;6052527.7;0
3;11.5;8605.2;237;0;143414.3;0;0;0
4;10.5;225640.4;238;0;1933581.6;0;0;0
6;11.75;14027.7;239;0;307738.1;0;0;0
14;4.5;397472.6;240;0;12791442.9;0;2805627.9;0
6;8.5;34420.7;241;0;817943.2;0;0;0
5;9.5;178615.9;242;0;3004255.8;0;0;1629.7
2;12.5;15743.5;243;0;472375.3;0;0;0
1;13.5;92213.5;244;0;2325447.4;0;0;0
7;9.75;10413.2;245;0;77953.2;0;0;0
3;14.75;4346;246;0;179272.5;0;0;0
4;13.75;49992.6;247;0;797172.5;0;0;0
5;12.75;72200.8;248;0;2027321;0;0;0
2;3;3896.1;249;0;900;0;0;0
10;6.75;909682.3;250;0;7551722.5;25809656;45444422.4;15717377
9;7.25;76885.5;251;0;1294938;0;0;0
1;3.25;576547.3;252;156683.6;450848.8;0;0;0
12;1.75;5280.5;253;0;146908.8;0;0;0
8;8.75;6166.1;254;0;53460.1;0;0;0
8;7.75;70143;255;0;2223620.2;0;1301504;0
11;6.25;338780.6;256;0;682803.4;0;82518.9;27745601
12;5.75;71397.5;257;0;719237.5;0;10451572;0
6;8;1017;258;0;49619.4;0;0;0
14;4.75;202164.7;259;0;5749108;0;4711869.6;0
13;5.25;56426.1;260;0;1068733.7;27062.4;549439.3;0
6;11.25;25815.6;261;0;606449.1;0;0;0
5;12.25;94079.4;262;0;2300961.8;0;0;399539.4
5;9;90320.4;263;0;1506382.3;0;0;0
4;10;275386.9;264;0;2056233.4;0;0;0
10;10;26603;265;0;0;0;3013344.7;0
8;9.25;8605.2;266;0;0;0;1091913.8;0
3;14.25;36952.1;267;0;1101257.3;0;0;0
11;9;56036.3;268;0;118119.4;0;3663706.9;2114073.8
4;13.25;67301.9;269;0;1057164.4;0;0;0
1;16.5;5601;270;0;183673.6;0;0;0
12;8;17316.4;271;0;1021.7;0;2398432;0
5;18;25815.6;272;0;4199;0;0;1194797.1
14;7;155663.7;273;0;3527365.1;0;2418051.2;0
13;7.5;56922;274;0;714854.3;0;905742.3;0
3;5.25;567364.5;275;0;6461223.8;0;0;14226656
4;4.75;336795.5;276;0;1177375.5;0;0;0
5;4.25;1459817.4;277;0;8907143.3;663572.8;0;0
2;5.75;27055.5;278;0;329282.3;0;0;0
1;6.25;525307.5;279;25268.8;2925571.4;0;0;0
6;10.75;14149.1;280;0;340031.2;0;0;0
5;11.75;88329.4;281;0;2405504.3;2699;0;659.3
10;10.5;5456.4;282;0;0;0;1047099.5;0
8;9.75;6432.5;283;0;81253.5;0;0;0
2;14.75;12864.4;284;0;530656.5;0;0;0
11;9.5;19432.5;285;0;29281.3;0;924032.8;2034748.5
1;15.75;17282.7;286;0;571246.3;0;0;0
4;12.75;98784.8;287;0;1333549.3;0;0;0
12;8.5;12135.9;288;0;0;0;2435136.1;0
6;3.75;2042854.4;289;0;21871748.1;0;6532119.5;0
13;7.75;31887.3;290;0;0;2679063.2;1049462.8;0
5;4;1493623.6;291;0;5901561.6;5296190.2;0;0
5;17;17210.4;292;0;476828.6;948.5;0;399539.4
14;7.25;206899.5;293;0;4938963.9;0;2133981.4;0
9;8.75;4216.4;294;0;15238.4;0;0;0
3;5;834166.3;295;0;10301467.4;0;0;7333479.5
2;5.5;91967.6;296;0;811264.9;0;0;0
4;4.5;429265.4;297;0;1647390.5;0;0;0
1;6;618100.4;298;9666.6;3570874;0;0;0
5;11.25;95745.1;299;0;1473436;0;0;399539.4
4;12.25;107836.9;300;0;1406253.3;0;0;0
6;10.25;10231.7;301;0;238494.8;0;0;0
6;15;13957.3;302;0;213444.1;0;0;0
5;16;14613.6;303;0;673862.1;948.5;0;0
10;11;8382.3;304;0;0;0;1239145.8;0
11;10;17991.3;305;0;14369.1;0;1181190.7;507679.4
13;8;62988.8;306;0;172612.9;5067148.8;1373527;0
12;9;10190.6;307;0;0;0;1026799.9;0
14;7.5;199303.4;308;0;5803655.8;0;5547240.4;0
12;10.25;18917.6;309;0;0;0;3662080;0
14;8.25;133036.1;310;0;935350.6;0;18630872.6;0
3;4.75;1696767.7;311;0;14175739.8;0;0;6994783.3
2;5.25;71047.4;312;0;526234;0;0;0
1;5.75;655858.7;313;31535.2;3261795.4;0;0;0
4;4.25;432319.2;314;0;1639103.1;0;0;0
6;14.5;5537.4;315;0;107813.2;0;0;0
7;3.5;8605.2;316;0;162141.6;0;0;0
5;15.5;60632.1;317;0;1805211.4;0;0;399539.4
11;10.5;45503.5;318;0;113309.5;0;2810302.6;850790.9
12;9.5;20976.1;319;0;0;0;2278328.6;0
5;3.75;369455.8;320;0;2701010.3;2649996;0;0
14;7.75;143367.4;321;0;2041310.8;0;13991249;0
4;4;1250163.2;322;0;4401625.1;0;0;0
13;8.5;15105.3;323;0;0;0;627353.3;0
13;9.75;4883.4;324;0;0;1034762.9;170.3;0
6;3.5;321587.5;325;0;4520258.2;0;718009.3;0
12;22.75;932.1;326;0;0;0;79165.1;0
12;2.25;21936.7;327;0;386133.9;0;727884.2;0
14;8.75;85605.6;328;0;899260.6;0;13881000.6;0
2;5;382885.5;329;0;1197737.9;0;0;0
3;4.5;2102466.2;330;0;7705014.8;0;0;7124721.8
1;5.5;940771.3;331;33760.5;4530421.8;0;0;0
5;15;34420.7;332;0;1021427.8;0;0;0
9;9;3219;333;0;11501.4;0;0;0
6;14;14800.8;334;0;347642.4;0;0;0
7;11;4837.9;335;0;36216.5;0;0;0
11;7.5;181577.3;336;0;165672.7;0;3519344.1;14850892.5
10;8;350503;337;0;1905489.3;5717372.3;49071904.2;4702835.7
12;7;43025.9;338;0;957089.9;0;1864976.8;0
14;6;219877.9;339;0;5525846.3;0;3147257.7;0
13;6.5;181737.2;340;0;2123463.2;6694448.9;717214.2;0
2;4.75;769007.7;341;0;917495.1;0;0;0
1;5.25;1557500.7;342;40208;3507483.6;0;0;0
14;9.25;42643.8;343;0;528425.2;0;6184071.6;0
3;4.25;2239952.1;344;0;6062276;0;0;2480852.8
5;14.5;52393.4;345;0;1117127.1;0;0;797453.8
6;13.5;16621.1;346;0;312810.7;0;0;0
3;4;57164.3;347;0;129045;0;0;0
4;3.75;1343263.9;348;0;4493016.6;0;0;0
12;11.75;8605.2;349;0;0;0;1861330.6;0
11;7.75;73995.3;350;0;83461.8;0;1527349.4;4798731.9
12;7.25;34420.7;351;0;479784.3;0;1458741.1;0
6;3.25;43025.9;352;0;793954.3;0;0;0
14;9.75;2481.2;353;0;129645.2;0;0;0
13;6.75;165438.1;354;0;1328462.9;1366589.6;5535439.9;0
5;3.5;17587.2;355;0;194048.9;0;0;0
1;16.25;8605.2;356;0;282190.3;0;0;0
3;17;6327.5;357;0;208921.8;0;0;0
10;8.5;178919.1;358;0;614817.4;1800;25968824;3009034.2
2;4.5;1629057.2;359;0;1277139.4;0;0;0
11;0;5839.4;360;0;0;0;0;375035.5
14;6.25;159289.8;361;0;2990105.6;0;7669212.9;0
1;5;1754596.6;362;36331;1903735.3;0;0;0
5;19.5;11680.6;363;0;161207.6;0;0;0
1;1.75;34420.7;364;13346.7;0;0;0;0
3;16;9389;365;0;387296.3;0;0;0
10;9;70416.1;366;0;596613.5;606674.4;7212660.6;1559140.7
4;15;11858.3;367;0;236149.4;0;0;0
5;14;47400.6;368;0;1425048;0;0;399539.4
11;8;133356.5;369;0;71045;0;3764310;9389904.6
10;10.25;41318.7;370;0;0;2346896.2;6112500.5;0
13;7;63215.1;371;0;434243.2;5443869.2;405754.9;0
12;7.5;48967.4;372;0;1018.8;0;8225609.4;0
2;4.25;639655;373;0;795046.5;0;0;0
11;9.25;70580;374;0;38926;0;5761884.9;1504540
1;4.75;1952224.5;375;167730.6;6430575.9;0;0;0
14;6.5;254040;376;0;5756020.5;0;6377589;0
12;8.25;20058.9;377;0;0;0;2742467.2;0
3;15.5;8605.2;378;0;217551.3;0;0;0
10;9.5;42044.1;379;0;53132.4;0;3478673.1;3948317.4
4;14.5;39152;380;0;633129.3;0;0;0
6;3;25815.6;381;0;507878.9;0;0;0
5;13.5;53930.5;382;0;1500492.7;0;0;0
11;8.5;52962.9;383;0;29237.6;0;957850.3;3731504.2
3;3.75;4715.8;384;0;866.5;0;0;0
12;7.75;48579.3;385;0;99540.8;0;7036631.9;0
14;6.75;215655.7;386;0;5779402.5;0;2449614.7;0
4;3.5;199527.8;387;0;640792.9;0;0;0
13;7.25;123156.3;388;0;930870.1;5258276.6;1916393.6;0
11;9.75;31099;389;0;0;0;1748860.4;1268686.5
12;8.75;5487.5;390;0;0;0;692022.5;0
1;4.5;1345227.4;391;231158;5554012.4;0;0;0
12;0;20402.1;392;0;541384.4;0;286184.1;0
5;17.5;25815.6;393;0;222950.5;2699;0;797453.8
6;12;9059.9;394;0;176477.1;0;0;0
2;1.5;8605.2;395;0;1987.8;0;0;0
11;13;8605.2;396;0;0;0;0;1241346.1
6;15.25;3049.5;397;0;47446.1;0;0;0
5;16.5;11609.4;398;0;320427.6;0;0;0
14;10;4263.2;399;0;0;0;1085359.6;0
11;10.25;8605.2;400;0;0;0;0;1538971.2
13;8.25;3491.1;401;0;99821;0;0;0
12;9.25;8403;402;0;0;0;1395533.5;0
1;2;32083.1;403;8067.7;16530.5;0;0;0
6;5.75;22320.3;404;0;396906.3;0;142124.4;0
3;7.25;131656.2;405;0;702634.2;0;0;7504133
7;4.5;104030.2;406;0;2206305.2;0;0;0
4;6.75;248289.7;407;0;1595278.4;0;0;0
5;6.25;523559.8;408;0;3455807.5;0;0;23720311.4
2;7.75;23126.1;409;0;319778.5;0;0;0
1;8.5;237141.1;410;5860.1;1689129;0;0;0
6;14.75;5323.9;411;0;97027.5;0;0;0
8;4;1514036.1;412;0;30207736.3;0;0;0
5;15.75;20214.6;413;0;339961.4;0;0;399539.4
9;3.75;12931.6;414;0;232497.2;0;0;0
10;11.75;8605.2;415;0;0;0;1860520.7;0
12;9.75;22534.4;416;0;0;0;3278805.1;0
6;5.5;22784.8;417;0;517109.9;0;96516.7;0
5;6;496832.1;418;0;3392617.9;2699;0;21078522
1;0.75;562;419;307.4;0;0;0;0
7;4.75;72872.2;420;0;1120449.3;0;0;0
3;7;199445.2;421;0;3302294.1;0;0;6980534.7
4;6.5;198672.1;422;0;1017814.8;0;0;0
1;8;321714.1;423;15598.5;2724458.6;0;0;0
12;13;212.2;424;0;0;0;18022.6;0
8;4.25;1143882.7;425;0;26319980.1;0;0;0
6;5.25;40308;426;0;1299643.2;0;239336.4;0
5;5.75;553709;427;0;2913195.2;0;0;34184676.3
7;5;43025.9;428;0;639599.2;0;0;0
8;4.5;389235.2;429;0;9396076.2;0;0;0
3;6.75;269660.4;430;0;1840139.2;0;0;17037057.3
10;15.5;8605.2;431;0;0;0;0;1278552
1;7.75;289947.7;432;0;2594569.1;0;0;0
4;6.25;213044;433;0;1214450.9;0;0;0
12;1;134.1;434;0;3730.8;0;0;0
2;9.75;5266.4;435;0;217239;0;0;0
10;3.75;51631.1;436;0;1314141.4;9545.6;9946.2;0
1;10.75;305231.6;437;0;6200081;0;0;0
9;4;99142.7;438;0;1909462.9;0;0;0
3;8.75;41420.6;439;0;662335.6;0;0;1283343.4
1;16.75;19355;440;0;579605.1;0;0;0
12;3.25;12775.6;441;0;372932.5;0;0;0
5;5.5;522951.8;442;0;1915683.4;0;0;31117459.4
4;6;127822;443;0;795724;0;0;0
6;5;88803.2;444;0;3448345.1;0;0;0
7;5.25;19069.1;445;0;231485.3;0;0;0
3;8.25;42423.5;446;0;282541.2;0;0;1639064
8;4.75;190010.1;447;0;5305958.1;0;0;0
2;7;17210.4;448;0;283076.7;0;0;0
3;6.5;405810.7;449;0;5669679;0;0;18176932.4
1;7.5;355334.8;450;37.4;3300515.4;0;0;0
11;11;8605.2;451;0;0;0;0;850038.9
1;10.25;287659.1;452;14.8;4594584.8;0;0;0
9;4.25;164189.4;453;0;3713408.2;0;0;0
12;10;16423;454;0;0;0;1953411.2;0
14;8;147172.2;455;0;2399096.9;0;16105329.8;0
13;9;2022.7;456;0;0;428958;0;0
4;5.75;114494.9;457;0;588138.7;0;0;0
5;5.25;539581.9;458;0;4750608.7;0;0;20278723.8
6;4.75;55221.2;459;0;796530.4;0;478672.9;0
1;7.25;302672.9;460;12999.1;1890715;0;0;0
3;6.25;696043.4;461;0;5563433.5;0;0;29416657
5;16.25;25815.6;462;0;86010;0;0;400198.7
8;3.5;51631.1;463;0;765442.3;0;0;0
2;8.75;6821.5;464;0;281122.9;0;0;424.4
1;9.75;438570.5;465;5416.4;5702066.5;0;0;0
12;10.5;3148.8;466;0;0;0;604264.2;0
7;3.75;251059.5;467;0;5424874.6;0;0;0
14;8.5;92351.1;468;0;754469.4;0;14078995.9;0
12;2.5;23770.7;469;0;661324.6;0;0;0
3;6;614694.3;470;0;6750749.6;0;0;25751238.8
4;5.5;192013.9;471;0;1404048.4;0;0;0
6;4.5;151283.8;472;0;2654327.7;0;239336.4;0
5;5;686006;473;0;5074608.1;0;0;17103728
2;6.5;5915.8;474;0;36748.9;0;0;0
1;7;266541.2;475;2441.2;2651916.3;0;0;0
2;8.25;8605.2;476;0;141538.3;0;0;0
1;9.25;313917;477;0;4761770.3;0;0;0
12;11;17433.2;478;0;0;0;3043957.8;0
14;9;59262.8;479;0;546148.6;0;8238950.1;0
3;5.75;733295.7;480;0;9331087.1;0;0;29044429.8
4;5.25;225862.4;481;0;1532125;0;0;0
6;4.25;328022;482;0;4270537.5;0;799754.5;0
5;4.75;2237348;483;0;11485793.6;940.8;0;25577558.4
2;6.25;44281.8;484;0;500502.2;0;0;0
1;6.75;415985.1;485;18134.9;3414202.4;0;0;0
4;16.25;4053.5;486;0;62796.8;0;0;0
1;8.75;346878.5;487;1466;3608903.5;0;0;0
14;9.5;36124.5;488;0;154110.3;0;7820534.2;0
7;4;676495.2;489;0;11006641.6;0;0;0
8;3.75;305460.2;490;0;4760163.8;0;0;0
6;4;1437935.8;491;0;12763688.4;0;1498814.8;0
12;2.75;8605.2;492;0;239405.5;0;0;0
3;5.5;653098.4;493;0;7754320.9;0;0;19688072.8
5;4.5;2346100.1;494;0;12957718.4;1326343.6;0;1569711.6
4;5;203946.9;495;0;1239012.4;0;0;0
1;6.5;467452.6;496;11493.5;2851122.2;0;0;0
1;8.25;347269.2;497;9078.6;3638206;0;0;0
7;4.25;215587;498;0;3230707.6;0;0;0
1;13;179944;499;0;4963338.3;0;0;0
3;2.5;1829.8;500;0;12113.3;0;0;0
7;6.5;18603.1;501;0;231215.7;0;0;0
1;3;261977.1;502;83548.7;67089.8;0;0;0
6;7.75;40734.3;503;0;856698;0;73590.4;0
