Basin_ID;Contour_ID;Height_min;Height_max;Population_echt;Population;area (m2);DEV_1_Value_original;DEV_2_Value_original;DEV_3_Value_original;DEV_5_Value_original;DEV_7_Value_original;DEV_1_Value;DEV_2_Value;DEV_3_Value;DEV_5_Value;DEV_7_Value;;;;;;;;
1;41;10.75;11;1842.985202;3151.812764;305231.6;0;6200081;0;0;0;0;485983.3135;0;0;0;;;;;;;;
1;42;11;11.25;1927.432355;3296.231512;424811.1;2494;8488118;0;0;0;195.4881531;665327.3902;0;0;0;;;;;;;;
1;43;11.25;11.5;1691.411971;2892.597203;336971.6;0;6294859.7;0;0;0;0;493412.3885;0;0;0;;;;;;;;
1;44;11.5;11.75;1762.87294;3014.807406;283636.8;0;6151809.1;0;0;0;0;482199.5987;0;0;0;;;;;;;;
1;45;11.75;12;723.5082244;1237.320004;182534;5559;3431664.9;0;0;0;435.733217;268985.4986;0;0;0;;;;;;;;
1;46;12;12.25;1518.770861;2597.352046;221848.8;0;5782542.4;0;0;0;0;453255.2262;0;0;0;;;;;;;;
1;47;12.25;12.5;1441.106563;2464.533115;221187;0;5272432.9;0;0;0;0;413271.1187;0;0;0;;;;;;;;
1;48;12.5;12.75;1037.950569;1775.068975;143485;0;3481033.7;0;0;0;0;272855.192;0;0;0;;;;;;;;
1;49;12.75;13;1280.068905;2189.131801;175542.8;0;4309838.1;0;0;0;0;337819.6834;0;0;0;;;;;;;;
1;50;13;13.25;1435.958537;2455.72913;179944;0;4963338.3;0;0;0;0;389043.2388;0;0;0;;;;;;;;
1;51;13.25;13.5;797.815977;1364.398682;103182.8;0;2807921.5;0;0;0;0;220094.3818;0;0;0;;;;;;;;
1;52;13.5;13.75;639.4099853;1093.497957;92213.5;0;2325447.4;0;0;0;0;182276.4304;0;0;0;;;;;;;;
1;53;13.75;14;637.958858;1091.016287;75981.7;0;2160048.4;0;0;0;0;169311.8975;0;0;0;;;;;;;;
1;54;14;14.25;638.1425603;1091.330449;68300.7;0;1909604.4;0;0;0;0;149681.2499;0;0;0;;;;;;;;
1;55;14.25;14.5;1116.428002;1909.278502;107228.5;0;3326519.5;0;0;0;0;260743.8466;0;0;0;;;;;;;;
1;56;14.5;14.75;797.6322748;1364.08452;90885.3;0;2609286.9;0;0;0;0;204524.7302;0;0;0;;;;;;;;
1;57;14.75;15;558.397703;954.9534126;69816;0;1817168;0;0;0;0;142435.7723;0;0;0;;;;;;;;
1;58;15;15.25;159.4897145;272.7540718;18520;0;479818.2;0;0;0;0;37609.77295;0;0;0;;;;;;;;
1;59;15.25;15.5;398.7242863;681.8851794;48201.2;0;1421743.1;0;0;0;0;111441.0316;0;0;0;;;;;;;;
1;60;15.5;15.75;399.6243069;683.4243651;42630.2;0;1198355.7;0;0;0;0;93931.17184;0;0;0;;;;;;;;
1;61;15.75;16;159.4897145;272.7540718;17282.7;0;571246.3;0;0;0;0;44776.21658;0;0;0;;;;;;;;
1;62;16;16.25;478.4691435;818.2622153;45622.7;0;1383044.7;0;0;0;0;108407.7202;0;0;0;;;;;;;;
1;63;16.25;16.5;79.74123887;136.3708478;8605.2;0;282190.3;0;0;0;0;22119.0299;0;0;0;;;;;;;;
1;64;16.5;16.75;51.90229083;88.76159319;5601;0;183673.6;0;0;0;0;14396.95783;0;0;0;;;;;;;;
1;65;16.75;17;239.2345718;409.1311076;19355;0;579605.1;0;0;0;0;45431.40759;0;0;0;;;;;;;;
1;66;17;17.25;159.4897145;272.7540718;13959.4;0;402525.4;0;0;0;0;31551.30193;0;0;0;;;;;;;;
1;67;17.25;17.5;159.4897145;272.7540718;17210.4;0;564380.6;0;0;0;0;44238.0598;0;0;0;;;;;;;;
1;76;19.5;19.75;51.24264089;87.63348152;5529.8;0;212060;0;0;0;0;16621.97985;0;0;0;;;;;;;;
2;15;4.25;4.5;69.85269538;119.4597855;639655;0;795046.5;0;0;0;0;62318.43301;0;0;0;;;;;;;;
2;16;4.5;4.75;163.3434423;279.3445905;1629057.2;0;1277139.4;0;0;0;0;100106.5046;0;0;0;;;;;;;;
2;17;4.75;5;230.6227237;394.403408;769007.7;0;917495.1;0;0;0;0;71916.36832;0;0;0;;;;;;;;
2;18;5;5.25;510.8698863;873.6729015;382885.5;0;1197737.9;0;0;0;0;93882.74658;0;0;0;;;;;;;;
2;19;5.25;5.5;558.2140008;954.6392511;71047.4;0;526234;0;0;0;0;41248.00031;0;0;0;;;;;;;;
2;20;5.5;5.75;797.4485725;1363.770359;91967.6;0;811264.9;0;0;0;0;63589.68604;0;0;0;;;;;;;;
2;21;5.75;6;239.2345718;409.1311076;27055.5;0;329282.3;0;0;0;0;25810.2601;0;0;0;;;;;;;;
2;23;6.25;6.5;318.979429;545.5081435;44281.8;0;500502.2;0;0;0;0;39231.05481;0;0;0;;;;;;;;
2;24;6.5;6.75;54.81947782;93.75047057;5915.8;0;36748.9;0;0;0;0;2880.503043;0;0;0;;;;;;;;
2;26;7;7.25;159.4897145;272.7540718;17210.4;0;283076.7;0;0;0;0;22188.50893;0;0;0;;;;;;;;
2;29;7.75;8;159.4897145;272.7540718;23126.1;0;319778.5;0;0;0;0;25065.32012;0;0;0;;;;;;;;
2;30;8;8.25;40.10736705;68.59030191;4328.1;0;59016.2;0;0;91.4;0;4625.889311;0;0;7.164241056;;;;;;;;
2;31;8.25;8.5;79.74123887;136.3708478;8605.2;0;141538.3;0;0;0;0;11094.25055;0;0;0;;;;;;;;
2;32;8.5;8.75;54.81947782;93.75047057;5915.8;0;97303.1;0;0;0;0;7626.945995;0;0;0;;;;;;;;
2;33;8.75;9;63.21291521;108.1046515;6821.5;0;281122.9;0;0;424.4;0;22035.36348;0;0;33.26590705;;;;;;;;
2;34;9;9.25;83.75615212;143.2370206;9038.4;0;141538.3;0;0;28292.3;0;11094.25055;0;0;2217.64614;;;;;;;;
2;36;9.5;9.75;134.5607167;230.1213184;14521;0;238971.2;0;0;0;0;18731.3707;0;0;0;;;;;;;;
2;37;9.75;10;48.80216736;83.45986384;5266.4;0;217239;0;0;0;0;17027.92738;0;0;0;;;;;;;;
2;38;10;10.25;159.4897145;272.7540718;17210.4;0;496502.8;0;0;0;0;38917.56832;0;0;0;;;;;;;;
2;41;10.75;11;79.74123887;136.3708478;8605.2;0;354964.5;0;0;0;0;27823.31777;0;0;0;;;;;;;;
2;42;11;11.25;239.2345718;409.1311076;25815.6;0;638204.1;0;0;0;0;50024.59535;0;0;0;;;;;;;;
2;43;11.25;11.5;32.83652677;56.15594966;3543.5;0;146169.4;0;0;0;0;11457.25182;0;0;0;;;;;;;;
2;47;12.25;12.5;159.4897145;272.7540718;17210.4;0;496634.3;0;0;0;0;38927.87573;0;0;0;;;;;;;;
2;48;12.5;12.75;159.4897145;272.7540718;15743.5;0;472375.3;0;0;0;0;37026.37328;0;0;0;;;;;;;;
2;51;13.25;13.5;79.74123887;136.3708478;8605.2;0;141538.3;0;0;0;0;11094.25055;0;0;0;;;;;;;;
2;57;14.75;15;119.2096243;203.8683844;12864.4;0;530656.5;0;0;0;0;41594.65081;0;0;0;;;;;;;;
2;63;16.25;16.5;38.7428987;66.25683295;4180.9;0;172462.1;0;0;0;0;13518.16255;0;0;0;;;;;;;;
2;64;16.5;16.75;31.97047079;54.67484916;3450.1;0;142316.6;0;0;0;0;11155.25633;0;0;0;;;;;;;;
3;14;4;4.25;4.151189176;7.099227394;57164.3;0;129045;0;0;0;0;10114.98345;0;0;0;;;;;;;;
3;15;4.25;4.5;215.2921205;368.1855137;2239952.1;0;6062276;0;0;2480852.8;0;475181.6916;0;0;194457.6311;;;;;;;;
3;16;4.5;4.75;170.6671256;291.8693132;2102466.2;0;7705014.8;0;0;7124721.8;0;603945.1134;0;0;558459.7859;;;;;;;;
3;17;4.75;5;1159.278339;1982.559741;1696767.7;0;14175739.8;0;0;6994783.3;0;1111142.419;0;0;548274.7669;;;;;;;;
3;18;5;5.25;934.0929791;1597.455135;834166.3;0;10301467.4;0;0;7333479.5;0;807463.8478;0;0;574822.9203;;;;;;;;
3;19;5.25;5.5;518.442968;886.6241371;567364.5;0;6461223.8;0;0;14226656;0;506452.5692;0;0;1115133.403;;;;;;;;
3;20;5.5;5.75;600.6731367;1027.251471;653098.4;0;7754320.9;0;0;19688072.8;0;607809.8923;0;0;1543217.718;;;;;;;;
3;21;5.75;6;512.4277231;876.3370627;733295.7;0;9331087.1;0;0;29044429.8;0;731402.1586;0;0;2276600.617;;;;;;;;
3;22;6;6.25;274.6517982;469.7004851;614694.3;0;6750749.6;0;0;25751238.8;0;529146.5804;0;0;2018469.171;;;;;;;;
3;23;6.25;6.5;736.1638019;1258.963157;696043.4;0;5563433.5;0;0;29416657;0;436080.7297;0;0;2305777.044;;;;;;;;
3;24;6.5;6.75;731.3941337;1250.806227;405810.7;0;5669679;0;0;18176932.4;0;444408.6112;0;0;1424769.424;;;;;;;;
3;25;6.75;7;406.6766735;695.4850908;269660.4;0;1840139.2;0;0;17037057.3;0;144236.3327;0;0;1335422.16;;;;;;;;
3;26;7;7.25;641.5868864;1097.220822;199445.2;0;3302294.1;0;0;6980534.7;0;258844.9778;0;0;547157.9135;;;;;;;;
3;27;7.25;7.5;162.2082668;277.4032507;131656.2;0;702634.2;0;0;7504133;0;55074.84445;0;0;588199.3187;;;;;;;;
3;28;7.5;7.75;82.29819782;140.7436751;113145.8;0;778169.4;0;0;3005132.4;0;60995.54884;0;0;235552.4389;;;;;;;;
3;29;7.75;8;81.93079339;140.1153521;84167.9;0;566316.5;0;0;1941699.5;0;44389.80219;0;0;152196.9724;;;;;;;;
3;30;8;8.25;1.634829492;2.795831705;29244.6;0;226737.6;0;0;804300.4;0;17772.45977;0;0;63043.78498;;;;;;;;
3;31;8.25;8.5;81.19598453;138.8587061;42423.5;0;282541.2;0;0;1639064;0;22146.53463;0;0;128475.3786;;;;;;;;
3;32;8.5;8.75;81.19598453;138.8587061;43221;0;89203.4;0;0;2553722.5;0;6992.064121;0;0;200169.4046;;;;;;;;
3;33;8.75;9;1.451127277;2.481670211;41420.6;0;662335.6;0;0;1283343.4;0;51916.10392;0;0;100592.7951;;;;;;;;
3;34;9;9.25;240.685699;411.6127778;59803;0;317517.6;0;0;2320376.6;0;24888.10313;0;0;181878.9639;;;;;;;;
3;35;9.25;9.5;81.03077276;138.5761663;74633.5;0;861283.2;0;0;691086.7;0;67510.28952;0;0;54169.71236;;;;;;;;
3;36;9.5;9.75;82.29819782;140.7436751;81865.4;0;1333841.4;0;0;0;0;104550.9991;0;0;0;;;;;;;;
3;37;9.75;10;80.66336833;137.9478433;51920.8;0;752551.6;0;0;564161.9;0;58987.53905;0;0;44220.91736;;;;;;;;
3;38;10;10.25;160.5734374;274.607419;34191.8;0;591800.8;0;0;912650.3;0;46387.34779;0;0;71536.61651;;;;;;;;
3;39;10.25;10.5;80.8285801;138.2303831;25815.6;0;0;0;0;2139851.4;0;0;0;0;167728.7883;;;;;;;;
3;40;10.5;10.75;160.5734374;274.607419;31308.3;0;53274.7;0;0;2260276.3;0;4175.851127;0;0;177168.0992;;;;;;;;
3;41;10.75;11;79.74123887;136.3708478;8605.2;0;0;0;0;561876.5;0;0;0;0;44041.77998;;;;;;;;
3;43;11.25;11.5;46.90471209;80.21489817;5061.7;0;207351.4;0;0;2285.3;0;16252.90386;0;0;179.1295414;;;;;;;;
3;44;11.5;11.75;79.74123887;136.3708478;8605.2;0;143414.3;0;0;0;0;11241.29777;0;0;0;;;;;;;;
3;45;11.75;12;98.44862925;168.3636125;10624;0;77421;0;0;561876.5;0;6068.519768;0;0;44041.77998;;;;;;;;
3;46;12;12.25;239.2345718;409.1311076;25815.6;0;286972.1;0;0;561876.5;0;22493.84355;0;0;44041.77998;;;;;;;;
3;48;12.5;12.75;159.4897145;272.7540718;17210.4;0;330009.4;0;0;561876.5;0;25867.25265;0;0;44041.77998;;;;;;;;
3;50;13;13.25;159.4897145;272.7540718;17210.4;0;143488;0;0;561876.5;0;11247.07462;0;0;44041.77998;;;;;;;;
3;51;13.25;13.5;79.74123887;136.3708478;8605.2;0;217092;0;0;0;0;17016.40503;0;0;0;;;;;;;;
3;52;13.5;13.75;318.979429;545.5081435;37376.4;0;611025.2;0;0;1123531.1;0;47894.22127;0;0;88066.16668;;;;;;;;
3;54;14;14.25;159.4897145;272.7540718;25218.2;0;800979.9;0;0;0;0;62783.51296;0;0;0;;;;;;;;
3;55;14.25;14.5;239.2345718;409.1311076;36952.1;0;1101257.3;0;0;0;0;86320.27092;0;0;0;;;;;;;;
3;56;14.5;14.75;159.4897145;272.7540718;21247.9;0;128627.9;0;0;1123309.1;0;10082.28974;0;0;88048.76557;;;;;;;;
3;57;14.75;15;40.27285339;68.87331121;4346;0;179272.5;0;0;0;0;14051.98473;0;0;0;;;;;;;;
3;58;15;15.25;239.2345718;409.1311076;34012.5;0;1132368.7;0;0;2285.3;0;88758.88765;0;0;179.1295414;;;;;;;;
3;59;15.25;15.5;239.2345718;409.1311076;28291.9;0;496741.8;0;0;561654.5;0;38936.30195;0;0;44024.37887;;;;;;;;
3;60;15.5;15.75;79.74123887;136.3708478;8605.2;0;217551.3;0;0;0;0;17052.40651;0;0;0;;;;;;;;
3;61;15.75;16;159.4897145;272.7540718;18141.9;0;255606.3;0;0;561654.5;0;20035.28609;0;0;44024.37887;;;;;;;;
3;62;16;16.25;87.00503256;148.7931492;9389;0;387296.3;0;0;0;0;30357.59358;0;0;0;;;;;;;;
3;63;16.25;16.5;40.99834017;70.11401489;4424.3;0;182502.4;0;0;0;0;14305.15522;0;0;0;;;;;;;;
3;64;16.5;16.75;64.13140339;109.6754199;6920.7;0;285478.9;0;0;0;0;22376.80149;0;0;0;;;;;;;;
3;66;17;17.25;58.63502351;100.2756915;6327.5;0;208921.8;0;0;0;0;16375.99712;0;0;0;;;;;;;;
4;11;3.25;3.5;0.183702215;0.314161494;12056.1;0;82288.4;0;0;0;0;6450.043039;0;0;0;;;;;;;;
4;12;3.5;3.75;5.192016315;8.879215785;199527.8;0;640792.9;0;0;0;0;50227.51425;0;0;0;;;;;;;;
4;13;3.75;4;46.30454293;79.18850857;1343263.9;0;4493016.6;0;0;0;0;352177.8336;0;0;0;;;;;;;;
4;14;4;4.25;60.74951661;103.8918282;1250163.2;0;4401625.1;0;0;0;0;345014.2588;0;0;0;;;;;;;;
4;15;4.25;4.5;22.1756581;37.92408219;432319.2;0;1639103.1;0;0;0;0;128478.4434;0;0;0;;;;;;;;
4;16;4.5;4.75;25.66043435;43.88363209;429265.4;0;1647390.5;0;0;0;0;129128.0378;0;0;0;;;;;;;;
4;17;4.75;5;24.7049424;42.24958112;336795.5;0;1177375.5;0;0;0;0;92286.67282;0;0;0;;;;;;;;
4;18;5;5.25;10.6720167;18.25093247;203946.9;0;1239012.4;0;0;0;0;97117.98146;0;0;0;;;;;;;;
4;19;5.25;5.5;12.65576018;21.64346542;225862.4;0;1532125;0;0;0;0;120093.1382;0;0;0;;;;;;;;
4;20;5.5;5.75;10.6720167;18.25093247;192013.9;0;1404048.4;0;0;0;0;110054.0612;0;0;0;;;;;;;;
4;21;5.75;6;8.834994555;15.10931753;114494.9;0;588138.7;0;0;0;0;46100.30001;0;0;0;;;;;;;;
4;22;6;6.25;4.72078626;8.073333621;127822;0;795724;0;0;0;0;62371.53775;0;0;0;;;;;;;;
4;23;6.25;6.5;11.57203733;19.7901182;213044;0;1214450.9;0;0;0;0;95192.76804;0;0;0;;;;;;;;
4;24;6.5;6.75;8.339359232;14.26169828;198672.1;0;1017814.8;0;0;0;0;79779.76562;0;0;0;;;;;;;;
4;25;6.75;7;14.45580145;24.72183688;248289.7;0;1595278.4;0;0;0;0;125043.3152;0;0;0;;;;;;;;
4;26;7;7.25;15.70473607;26.85772385;232383.5;0;1176996;0;0;0;0;92256.92633;0;0;0;;;;;;;;
4;27;7.25;7.5;15.74171695;26.92096734;301181.5;0;965382.1;0;0;0;0;75669.9133;0;0;0;;;;;;;;
4;28;7.5;7.75;18.05588398;30.87857979;290054;0;808606.9;0;0;0;0;63381.34301;0;0;0;;;;;;;;
4;29;7.75;8;21.65596651;37.0353227;327999.1;0;1017417.7;0;0;0;0;79748.63958;0;0;0;;;;;;;;
4;30;8;8.25;18.7722024;32.10360402;275365.9;0;1414202.1;0;0;0;0;110849.9425;0;0;0;;;;;;;;
4;31;8.25;8.5;15.88843828;27.17188534;246488.5;0;1384461.9;0;0;0;0;108518.8051;0;0;0;;;;;;;;
4;32;8.5;8.75;20.62771499;35.27684071;398443.9;0;2347106.7;0;0;0;0;183974.1596;0;0;0;;;;;;;;
4;33;8.75;9;17.70499838;30.27850676;345302.3;0;1891650.3;0;0;0;0;148273.9469;0;0;0;;;;;;;;
4;34;9;9.25;15.92541917;27.23512883;302753.8;0;1652524.2;0;0;0;0;129530.4346;0;0;0;;;;;;;;
4;35;9.25;9.5;24.39103768;41.71275159;449088.6;0;2220902.9;0;0;0;0;174081.879;0;0;0;;;;;;;;
4;36;9.5;9.75;21.1213787;36.12108818;358850.9;0;2026349.4;0;0;0;0;158832.1178;0;0;0;;;;;;;;
4;37;9.75;10;21.85815917;37.38110594;343304.1;0;2200888.7;0;0;0;0;172513.0983;0;0;0;;;;;;;;
4;38;10;10.25;14.90854106;25.4960973;275386.9;0;2056233.4;0;0;0;0;161174.5268;0;0;0;;;;;;;;
4;39;10.25;10.5;13.72099259;23.4651909;201378.4;0;1382091.1;0;0;0;0;108332.9738;0;0;0;;;;;;;;
4;40;10.5;10.75;16.58626626;28.36528783;225640.4;0;1933581.6;0;0;0;0;151560.6639;0;0;0;;;;;;;;
4;41;10.75;11;10.46982405;17.90514923;171503;0;1538138.5;0;0;0;0;120564.4966;0;0;0;;;;;;;;
4;42;11;11.25;12.06767266;20.63773745;141202.3;0;1140369.4;0;0;0;0;89386.00957;0;0;0;;;;;;;;
4;43;11.25;11.5;12.25137487;20.95189894;184783.5;0;1930490.2;0;0;0;0;151318.3496;0;0;0;;;;;;;;
4;44;11.5;11.75;9.551312973;16.33434176;111633.2;0;1180114.7;0;0;0;0;92501.38058;0;0;0;;;;;;;;
4;45;11.75;12;9.900226962;16.931043;117533.9;0;1354948.2;0;0;0;0;106205.4215;0;0;0;;;;;;;;
4;46;12;12.25;13.1513955;22.49108467;153428;0;1939372;0;0;0;0;152014.5351;0;0;0;;;;;;;;
4;47;12.25;12.5;9.900226962;16.931043;107836.9;0;1406253.3;0;0;0;0;110226.8887;0;0;0;;;;;;;;
4;48;12.5;12.75;11.88397044;20.32357595;114347.1;0;1405535;0;0;0;0;110170.5859;0;0;0;;;;;;;;
4;49;12.75;13;9.900226962;16.931043;98784.8;0;1333549.3;0;0;0;0;104528.1033;0;0;0;;;;;;;;
4;50;13;13.25;6.30014443;10.77430009;60236.3;0;709792.2;0;0;0;0;55635.9127;0;0;0;;;;;;;;
4;51;13.25;13.5;7.200165063;12.31348582;67301.9;0;1057164.4;0;0;0;0;82864.12032;0;0;0;;;;;;;;
4;52;13.5;13.75;7.200165063;12.31348582;67193.5;0;1005802.3;0;0;0;0;78838.18525;0;0;0;;;;;;;;
4;53;13.75;14;4.683805379;8.010090133;49992.6;0;797172.5;0;0;0;0;62485.07608;0;0;0;;;;;;;;
4;54;14;14.25;9.900226962;16.931043;88461.4;0;1048767.2;0;0;0;0;82205.91939;0;0;0;;;;;;;;
4;55;14.25;14.5;2.700061899;4.617557183;23989.9;0;172202.9;0;0;0;0;13497.84558;0;0;0;;;;;;;;
4;56;14.5;14.75;3.600082532;6.156742911;39152;0;633129.3;0;0;0;0;49626.81537;0;0;0;;;;;;;;
4;57;14.75;15;1.800041266;3.078371455;20491.7;0;337419.3;0;0;0;0;26448.06567;0;0;0;;;;;;;;
4;58;15;15.25;1.800041266;3.078371455;11858.3;0;236149.4;0;0;0;0;18510.18848;0;0;0;;;;;;;;
4;59;15.25;15.5;1.800041266;3.078371455;14160.9;0;253472.5;0;0;0;0;19868.03163;0;0;0;;;;;;;;
4;63;16.25;16.5;0.423939604;0.725007587;4053.5;0;62796.8;0;0;0;0;4922.225522;0;0;0;;;;;;;;
5;13;3.75;4;39.60090785;67.72417202;369455.8;0;2701010.3;2649996;0;0;0;211714.3204;207715.6471;0;0;;;;;;;;
5;14;4;4.25;158.4036314;270.8966881;1493623.6;0;5901561.6;5296190.2;0;0;0;462584.3535;415133.2962;0;0;;;;;;;;
5;15;4.25;4.5;141.000565;241.1345355;1459817.4;0;8907143.3;663572.8;0;0;0;698172.0101;52013.07984;0;0;;;;;;;;
5;16;4.5;4.75;829.6071735;1418.766942;2346100.1;0;12957718.4;1326343.6;0;1569711.6;0;1015669.783;103963.2962;0;123039.303;;;;;;;;
5;17;4.75;5;1939.588542;3317.020624;2237348;0;11485793.6;940.8;0;25577558.4;0;900295.34;73.74308518;0;2004855.514;;;;;;;;
5;18;5;5.25;935.2938726;1599.508864;686006;0;5074608.1;0;0;17103728;0;397764.9419;0;0;1340648.034;;;;;;;;
5;19;5.25;5.5;919.7618858;1572.94657;539581.9;0;4750608.7;0;0;20278723.8;0;372368.7734;0;0;1589514.941;;;;;;;;
5;20;5.5;5.75;209.2004722;357.7677769;522951.8;0;1915683.4;0;0;31117459.4;0;150157.7425;0;0;2439091.687;;;;;;;;
5;21;5.75;6;532.410967;910.5117501;553709;0;2913195.2;0;0;34184676.3;0;228346.0903;0;0;2679510.519;;;;;;;;
5;22;6;6.25;282.5393878;483.1895817;496832.1;0;3392617.9;2699;0;21078522;0;265924.8627;211.5567463;0;1652205.828;;;;;;;;
5;23;6.25;6.5;917.5550672;1569.172541;523559.8;0;3455807.5;0;0;23720311.4;0;270877.8772;0;0;1859278.214;;;;;;;;
5;24;6.5;6.75;1153.662758;1972.95616;499392.4;0;3694647.8;663572.8;0;20404203;0;289598.9875;52013.07984;0;1599350.425;;;;;;;;
5;25;6.75;7;1940.186795;3318.043737;445006.8;0;4206336.2;0;0;11802692.1;0;329706.8545;0;0;925134.9159;;;;;;;;
5;26;7;7.25;1375.915767;2353.045956;346246.3;0;3976633.1;0;0;4440139.5;0;311701.9488;0;0;348033.1477;;;;;;;;
5;27;7.25;7.5;898.3076915;1536.256312;266086.6;0;2833831.5;663572.8;0;5008872.5;0;222125.2952;52013.07984;0;392612.3633;;;;;;;;
