Basin_ID;Contour_ID;Height_min;Height_max;Height_mean;Houses;Population_echt;Population;area (m2);DEV_1_Value;DEV_2_Value;DEV_3_Value;DEV_5_Value;DEV_7_Value;;;;;;;;;;;
6;38;10;10.25;10.13;3;12.9;24.27;45435.9;0;65912.6;0;0;0;;;;;;;;;;;
6;39;10.25;10.5;10.38;3.1;13.5;25.39;47817.3;0;74419.6;0;0;0;;;;;;;;;;;
6;40;10.5;10.75;10.63;3.4;14.7;27.65;51778.5;0;84141.9;0;0;0;;;;;;;;;;;
6;41;10.75;11;10.88;3.8;16.5;31.04;58405.5;0;84428.6;0;0;0;;;;;;;;;;;
6;42;11;11.25;11.13;4.5;19.6;36.87;69331;0;86905.7;0;0;0;;;;;;;;;;;
6;43;11.25;11.5;11.42;11.1;48.2;90.67;170351.9;0;700263.6;0;0;0;;;;;;;;;;;
6;44;11.5;11.75;11.62;29.6;128.8;242.28;454994.7;0;1614655.1;0;0;0;;;;;;;;;;;
6;45;11.75;12;11.86;23.3;101.5;190.93;358490.3;0;431152.2;0;0;0;;;;;;;;;;;
6;46;12;12.25;12.12;16.3;71.1;133.74;251284.1;0;164296.3;0;0;0;;;;;;;;;;;
6;47;12.25;12.5;12.37;14.2;61.7;116.06;218049.6;0;111841.5;0;0;0;;;;;;;;;;;
6;48;12.5;12.75;12.61;11.5;50;94.05;176670.5;0;81015.7;0;0;0;;;;;;;;;;;
6;49;12.75;13;12.88;9.7;42.4;79.76;149814.7;0;53682.1;0;0;28.4;;;;;;;;;;;
6;50;13;13.25;13.11;9.3;40.5;76.18;143009.9;0;42986.7;0;0;3058;;;;;;;;;;;
6;51;13.25;13.5;13.37;5.3;23.2;43.64;81803.3;0;15669.5;0;0;8370.7;;;;;;;;;;;
6;52;13.5;13.75;13.62;5;23;43.26;58348.6;0;11842.3;0;0;7198;;;;;;;;;;;
6;53;13.75;14;13.86;5;24.1;45.33;35243.9;0;5978.8;0;0;3863.2;;;;;;;;;;;
6;54;14;14.25;14.08;1;4.8;9.03;11225.4;0;2993.2;0;0;369.2;;;;;;;;;;;
6;55;14.25;14.5;14.39;0.4;1.8;3.39;1060.2;0;0;0;0;358.1;;;;;;;;;;;
6;56;14.5;14.75;14.57;0.8;3.8;7.15;2216.7;0;0;0;0;770.2;;;;;;;;;;;
7;24;6.5;6.75;6.7;9.1;46;86.53;26641.4;0;1377.7;0;0;0;;;;;;;;;;;
7;25;6.75;7;6.89;111.6;566.8;1066.19;328182.1;0;40361.1;0;0;0;;;;;;;;;;;
7;26;7;7.25;7.1;61.6;313;588.78;181228.9;0;68972.9;0;0;0;;;;;;;;;;;
7;27;7.25;7.5;7.35;25;126.8;238.52;73435.6;0;14265.5;0;0;0;;;;;;;;;;;
7;28;7.5;7.75;7.61;15;76.4;143.71;44239.3;0;2513.8;0;0;0;;;;;;;;;;;
7;29;7.75;8;7.87;8.6;43.7;82.2;25313.8;0;499.3;0;0;0;;;;;;;;;;;
7;30;8;8.25;8.12;5.8;29.5;55.49;17084.7;0;313.4;0;0;0;;;;;;;;;;;
7;31;8.25;8.5;8.37;4.2;21.2;39.88;12280.1;0;224.7;0;0;0;;;;;;;;;;;
7;32;8.5;8.75;8.6;2.1;10.8;20.32;6233;0;10130.6;0;0;0;;;;;;;;;;;
8;26;7;7.25;7.19;9.9;50.3;94.62;29116.1;0;12491.5;0;0;0;;;;;;;;;;;
8;27;7.25;7.5;7.4;66.5;337.6;635.05;195508.3;0;51427.3;0;0;0;;;;;;;;;;;
8;28;7.5;7.75;7.62;66.5;337.6;635.05;195506.3;0;68117.5;0;0;0;;;;;;;;;;;
8;29;7.75;8;7.87;54.4;276.5;520.12;160096.6;0;53997.8;0;0;0;;;;;;;;;;;
8;30;8;8.25;8.13;52.9;268.5;505.07;155447.2;0;43959.2;0;0;0;;;;;;;;;;;
8;31;8.25;8.5;8.37;53;269.4;506.76;155976.7;0;32257.3;0;0;0;;;;;;;;;;;
8;32;8.5;8.75;8.63;51.6;262.1;493.03;151770.5;0;28178.2;0;0;0;;;;;;;;;;;
8;33;8.75;9;8.87;44.5;226.1;425.31;130904.5;0;29730.6;0;0;0;;;;;;;;;;;
8;34;9;9.25;9.13;37;188.2;354.02;108947.7;0;57966.9;0;0;0;;;;;;;;;;;
8;35;9.25;9.5;9.37;40.4;205.3;386.18;118873.3;0;78288;0;0;0;;;;;;;;;;;
8;36;9.5;9.75;9.62;31.8;161.7;304.17;93452.6;0;62327.5;0;0;0;;;;;;;;;;;
8;37;9.75;10;9.87;26.6;137.6;258.84;76592.8;0;72162.5;0;0;0;;;;;;;;;;;
8;38;10;10.25;10.13;25.4;133.3;250.75;71336.9;0;70285.3;0;0;0;;;;;;;;;;;
8;39;10.25;10.5;10.37;37.3;195.3;367.37;105117.2;0;120999.7;0;0;0;;;;;;;;;;;
8;40;10.5;10.75;10.62;29.6;166.7;313.57;75955;0;44291.6;0;0;0;;;;;;;;;;;
8;41;10.75;11;10.88;32.1;192.8;362.67;73119.5;0;27995;0;0;0;;;;;;;;;;;
8;42;11;11.25;11.13;42.7;261.8;492.46;91978.4;0;33425.3;0;0;0;;;;;;;;;;;
8;43;11.25;11.5;11.37;45.4;285.5;537.05;92393;0;32521.8;0;0;0;;;;;;;;;;;
8;44;11.5;11.75;11.63;55.2;349.5;657.43;110619.5;0;45089.7;0;0;0;;;;;;;;;;;
8;45;11.75;12;11.87;53.1;336.9;633.73;105628.8;0;45300.8;0;0;0;;;;;;;;;;;
8;46;12;12.25;12.13;58.5;371.5;698.82;116487;0;46189;0;0;0;;;;;;;;;;;
8;47;12.25;12.5;12.37;54;342.7;644.64;108753.5;0;39873.4;0;0;0;;;;;;;;;;;
8;48;12.5;12.75;12.63;66.6;424.5;798.52;131394.7;0;53490.7;0;0;0;;;;;;;;;;;
8;49;12.75;13;12.88;81.4;519.3;976.84;160337.1;0;58254.6;0;0;0;;;;;;;;;;;
8;50;13;13.25;13.12;74;471.9;887.68;145676.1;0;47442.1;0;0;0;;;;;;;;;;;
8;51;13.25;13.5;13.36;62.9;401.1;754.5;123683.2;0;38685.2;0;0;6;;;;;;;;;;;
8;52;13.5;13.75;13.62;48;306.1;575.8;94359.3;0;28512.9;0;0;5215.3;;;;;;;;;;;
8;53;13.75;14;13.88;51.4;327.7;616.43;101028.3;0;21752.6;0;0;11045.1;;;;;;;;;;;
8;54;14;14.25;14.12;35.7;227.7;428.32;70219;0;14209.1;0;0;5440.6;;;;;;;;;;;
8;55;14.25;14.5;14.37;29;185.1;348.19;57112.4;0;12412.5;0;0;731.3;;;;;;;;;;;
8;56;14.5;14.75;14.62;23.1;147.6;277.65;45560.7;0;9805.6;0;0;0;;;;;;;;;;;
8;57;14.75;15;14.87;18.6;118.6;223.1;36647.4;0;5711.1;0;0;0;;;;;;;;;;;
8;58;15;15.25;15.09;9.6;60.9;114.56;18906.6;0;2861.3;0;0;0;;;;;;;;;;;
8;59;15.25;15.5;15.37;4.6;29;54.55;9027.5;0;2365;0;0;0;;;;;;;;;;;
8;60;15.5;15.75;15.55;0.4;2.3;4.33;751.3;0;226.7;0;0;0;;;;;;;;;;;
9;26;7;7.25;7.18;12.1;61.7;116.06;35721.5;0;5402;0;0;0;;;;;;;;;;;
9;27;7.25;7.5;7.39;42.8;217.6;409.32;125975;0;29758.7;0;0;0;;;;;;;;;;;
9;28;7.5;7.75;7.62;77.1;391.4;736.25;226631.1;0;183234.8;0;0;0;;;;;;;;;;;
9;29;7.75;8;7.87;46.9;238.5;448.64;138085.8;0;90093.3;0;0;0;;;;;;;;;;;
9;30;8;8.25;8.13;42.4;215.2;404.81;124581.8;0;69885.4;0;0;0;;;;;;;;;;;
9;31;8.25;8.5;8.38;54;274.2;515.79;158750.7;0;150929;0;0;0;;;;;;;;;;;
9;32;8.5;8.75;8.62;42.1;214;402.55;123920.7;0;219593.9;0;0;0;;;;;;;;;;;
9;33;8.75;9;8.86;15.5;78.8;148.23;46687.7;0;27409.4;0;0;0;;;;;;;;;;;
9;34;9;9.25;9.12;10.2;51.5;96.88;32137.6;0;22396.8;0;0;0;;;;;;;;;;;
9;35;9.25;9.5;9.37;8.2;41.5;78.06;27299.5;0;20805.6;0;0;0;;;;;;;;;;;
9;36;9.5;9.75;9.62;7.2;36.2;68.09;25087.9;0;20946;0;0;0;;;;;;;;;;;
9;37;9.75;10;9.87;6.3;31.7;59.63;23604.8;0;21629.7;0;0;0;;;;;;;;;;;
9;38;10;10.25;10.12;5;24.8;46.65;22320.4;0;23775;0;0;0;;;;;;;;;;;
9;39;10.25;10.5;10.36;3.8;18.6;34.99;21941.5;0;27351.3;0;0;0;;;;;;;;;;;
9;40;10.5;10.75;10.62;4.8;23.6;44.39;25430.6;0;32689.8;0;0;0;;;;;;;;;;;
9;41;10.75;11;10.87;6;29.9;56.24;30256.7;0;38592.7;0;0;0;;;;;;;;;;;
9;42;11;11.25;11.12;6.3;31.4;59.07;32775;0;41723.9;0;0;0;;;;;;;;;;;
9;43;11.25;11.5;11.36;6.8;33.6;63.2;34087.8;0;45082.4;0;0;0;;;;;;;;;;;
9;44;11.5;11.75;11.62;7.3;36.2;68.09;35585.6;0;49110.5;0;0;0;;;;;;;;;;;
9;45;11.75;12;11.86;8.4;41.6;78.25;38961.1;0;55324.7;0;0;0;;;;;;;;;;;
9;46;12;12.25;12.12;8.3;41.1;77.31;43123.6;0;63733.8;0;0;0;;;;;;;;;;;
9;47;12.25;12.5;12.37;7.5;36.2;68.09;50704.5;0;77183.3;0;0;0;;;;;;;;;;;
9;48;12.5;12.75;12.62;7.3;34.9;65.65;62038.2;0;98597.4;0;0;0;;;;;;;;;;;
9;49;12.75;13;12.88;7.8;35.9;67.53;86975.4;0;108859.4;0;0;0;;;;;;;;;;;
9;50;13;13.25;13.11;8.9;40.6;76.37;103966.5;0;90525.2;0;0;0;;;;;;;;;;;
9;51;13.25;13.5;13.37;6.9;32.2;60.57;69230.3;0;32821.3;0;0;1324.9;;;;;;;;;;;
9;52;13.5;13.75;13.62;5.6;25.8;48.53;59546.1;0;15956.6;0;0;1760.6;;;;;;;;;;;
9;53;13.75;14;13.86;4;17.7;33.29;52705.8;0;15694.1;0;0;162.1;;;;;;;;;;;
9;54;14;14.25;14.06;2.4;10.8;20.32;26815.8;0;9295.2;0;0;86.5;;;;;;;;;;;
9;55;14.25;14.5;14.31;0.7;3.5;6.58;2050.3;0;1721;0;0;109.4;;;;;;;;;;;
9;56;14.5;14.75;14.57;3.1;15.7;29.53;9099;0;9650.6;0;0;268.9;;;;;;;;;;;
10;17;4.75;5;4.87;1;4.1;7.71;76609.9;33801.9;939.3;0;0;0;;;;;;;;;;;
10;18;5;5.25;5.11;1.1;4.6;8.65;77365.7;45661.4;673;0;0;0;;;;;;;;;;;
10;19;5.25;5.5;5.38;1.3;5;9.41;108753.5;76433.2;1159.1;0;0;0;;;;;;;;;;;
10;20;5.5;5.75;5.64;2.5;10;18.81;236189.5;206080.9;2024.8;0;0;0;;;;;;;;;;;
10;21;5.75;6;5.84;3;12.5;23.51;161998.4;249301.6;21847.2;0;0;0;;;;;;;;;;;
10;22;6;6.25;6.1;0.5;2.2;4.14;46684;4244.3;19670.8;0;0;0;;;;;;;;;;;
10;23;6.25;6.5;6.36;1.4;6;11.29;39463.2;1956;17642.8;0;0;0;;;;;;;;;;;
10;24;6.5;6.75;6.61;1.7;7.3;13.73;34015.2;2755.3;14889.4;0;0;0;;;;;;;;;;;
